country_code,country_name,event_name,event_category,event_subcategory,event_year,indicator_group,indicator_slug,indicator_name,previous_year_value,event_year_value,next_year_value,change_from_previous_year,change_to_next_year,previous_year_z_score,event_year_z_score,next_year_z_score,z_change_from_previous_year,z_change_to_next_year,abs_z_change_from_previous_year
BRA,Brazil,Crise Joesley Day,politics,political_crisis,2017,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",11.58,12.792,12.329,1.2119999999999995,-0.4629999999999992,0.3876079874280325,0.8411082101935266,0.6678651382954874,0.453500222765494,-0.1732430718980391,0.453500222765494
ARG,Argentina,Desvalorizacao pos-PASO,economy,exchange_rate_inflation,2023,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",6.805,6.139,7.15,-0.6659999999999995,1.011,-0.9810497142840412,-1.4200305727314817,-0.7536497200432496,-0.4389808584474405,0.6663808526882321,0.4389808584474405
BRA,Brazil,Retomada do ciclo de alta da Selic,economy,monetary_policy,2024,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",7.947,6.801,5.97,-1.146,-0.8310000000000004,-0.9717701555645752,-1.4005748216448195,-1.7115143308181908,-0.4288046660802442,-0.3109395091733713,0.4288046660802442
USA,United States,Fed acelera ciclo de alta de juros,economy,monetary_policy,2017,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",1.26158320570536,2.13011000365961,2.44258329692817,0.8685267979542501,0.3124732932685599,-0.941541913656142,-0.5159322172069228,-0.3628089470789641,0.4256096964492192,0.1531232701279587,0.4256096964492192
BRA,Brazil,Facada em Bolsonaro,politics,election_crisis,2018,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",83.6692026491606,86.6078841212333,92.5652531951269,2.9386814720727017,5.957369073893602,-0.1755774951838309,0.2485346164419189,1.1083053679418782,0.4241121116257498,0.8597707514999593,0.4241121116257498
BRA,Brazil,PEC dos beneficios eleitorais,economy,fiscal_social,2022,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",8.30165975585673,9.28010608956872,4.59356282283203,0.9784463337119896,-4.68654326673669,1.1882856982478889,1.600629560334288,-0.3744070705557272,0.412343862086399,-1.9750366308900151,0.412343862086399
ARG,Argentina,Eleicao Alberto Fernandez,politics,election,2019,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",9.22,9.843,11.461,0.6229999999999993,1.6180000000000003,0.6107502454014984,1.0213884958711008,2.087861512339508,0.4106382504696024,1.066473016468407,0.4106382504696024
USA,United States,Tax Cuts and Jobs Act,economy,fiscal,2017,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",4.869,4.355,3.896,-0.5139999999999993,-0.4590000000000005,0.2340628429841511,-0.1684406742251283,-0.5278747489314702,-0.4025035172092793,-0.3594340747063419,0.4025035172092793
ARG,Argentina,Renuncia de Martin Guzman,economy,economic_policy,2022,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",48.4093786255199,72.430757531824,133.488935594175,24.0213789063041,61.05817806235099,-0.6050831071879829,-0.2214136937902325,0.7538073978753127,0.3836694133977503,0.9752210916655452,0.3836694133977503
USA,United States,Fed inicia ciclo de corte de juros,economy,monetary_policy,2024,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),81032.262117545,84534.0407841548,,3501.7786666097963,,1.3216440890211474,1.7043912067227245,,0.3827471177015771,,0.3827471177015771
USA,United States,Inicio das tarifas EUA-China,economy,trade,2018,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",4.355,3.896,3.669,-0.4590000000000005,-0.2269999999999998,-0.1684406742251283,-0.5278747489314702,-0.7056340843526892,-0.3594340747063419,-0.1777593354212189,0.3594340747063419
USA,United States,Fed acelera ciclo de alta de juros,economy,monetary_policy,2017,gdp,gdp_growth_annual_pct,GDP growth (annual %),1.81945147788167,2.45762229852507,2.96650506901305,0.6381708206434002,0.5088827704879799,-0.3107963265202182,0.0115758041442713,0.2686380477850328,0.3223721306644895,0.2570622436407615,0.3223721306644895
USA,United States,Tarifas comerciais contra China,economy,trade,2018,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),59635.0984397965,62499.8744390068,64746.4506778863,2864.775999210302,2246.5762388794974,-1.0170824566448229,-0.7039602233598885,-0.4584077022005628,0.3131222332849344,0.2455525211593257,0.3131222332849344
BRA,Brazil,Cenario fiscal juros inflacao e crescimento,economy,macroeconomy,2025,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",6.801,5.97,,-0.8310000000000004,,-1.4005748216448195,-1.7115143308181908,,-0.3109395091733713,,0.3109395091733713
USA,United States,Primeiro corte de juros do Fed desde 2008,economy,monetary_policy,2019,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",2.44258329692817,1.81221007526021,1.23358439630629,-0.6303732216679601,-0.5786256789539199,-0.3628089470789641,-0.6717147357728316,-0.9552623478411856,-0.3089057886938675,-0.283547612068354,0.3089057886938675
ARG,Argentina,Eleicao Alberto Fernandez,politics,election,2019,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",34.2772237131003,53.5483043492339,42.0150947376509,19.271080636133604,-11.533209611583004,-0.8308018557428881,-0.5230041963310159,-0.7072125960040287,0.3077976594118722,-0.1842083996730128,0.3077976594118722
USA,United States,Fed inicia ciclo de corte de juros,economy,monetary_policy,2024,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",3.638,4.022,4.198,0.3840000000000003,0.1760000000000001,-0.729909588308891,-0.4292065715611017,-0.2913843555516983,0.3007030167477892,0.1378222160094034,0.3007030167477892
USA,United States,CARES Act,economy,fiscal_social,2020,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",1.81221007526021,1.23358439630629,4.69785886363742,-0.5786256789539199,3.4642744673311303,-0.6717147357728316,-0.9552623478411856,0.7423580456003179,-0.283547612068354,1.6976203934415035,0.283547612068354
BRA,Brazil,Reforma da Previdencia,economy,fiscal,2019,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),9300.66072904004,9029.83304401079,7074.19407495707,-270.82768502925137,-1955.638969053719,0.1554506078502237,-0.1072282572851869,-2.0040248309077526,-0.2626788651354106,-1.8967965736225656,0.2626788651354106
USA,United States,Inicio das tarifas EUA-China,economy,trade,2018,gdp,gdp_growth_annual_pct,GDP growth (annual %),2.45762229852507,2.96650506901305,2.58382533412825,0.5088827704879799,-0.3826797348848001,0.0115758041442713,0.2686380477850328,0.0753272953871736,0.2570622436407615,-0.1933107523978592,0.2570622436407615
USA,United States,Primeiro corte de juros do Fed desde 2008,economy,monetary_policy,2019,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),62499.8744390068,64746.4506778863,63515.9491807833,2246.5762388794974,-1230.5014971030032,-0.7039602233598885,-0.4584077022005628,-0.5929024679133297,0.2455525211593257,-0.1344947657127668,0.2455525211593257
BRA,Brazil,Pandemia Covid,external_shock,health_crisis,2020,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",3.73297621216893,3.21176803803376,8.30165975585673,-0.52120817413517,5.089891717822971,-0.7370816439831964,-0.9567329258869808,1.1882856982478889,-0.2196512819037843,2.145018624134869,0.2196512819037843
USA,United States,Fed acelera ciclo de alta de juros,economy,monetary_policy,2017,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),57638.1018367192,59635.0984397965,62499.8744390068,1996.9966030772996,2864.775999210302,-1.2353557305030096,-1.0170824566448229,-0.7039602233598885,0.2182732738581867,0.3131222332849344,0.2182732738581867
USA,United States,First Republic Bank assumido pelo JPMorgan,economy,financial_stability,2023,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",114.694842004206,116.918808847311,117.973234857902,2.2239668431050035,1.0544260105910013,0.4168676257249556,0.6299768818949911,0.7310161323226905,0.2131092561700355,0.1010392504276993,0.2131092561700355
BRA,Brazil,Soltura de Lula,politics,election_justice,2019,gdp,gdp_growth_annual_pct,GDP growth (annual %),1.78366676137003,1.22077782271943,-3.27675879612903,-0.5628889386506002,-4.49753661884846,0.1583265267513088,-0.0506528052938884,-1.7204177161286027,-0.2089793320451972,-1.6697649108347143,0.2089793320451972
BRA,Brazil,Alta dos combustiveis,economy,energy_inflation,2021,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",13.697,13.158,9.231,-0.5389999999999997,-3.927,1.1797366768624804,0.9780562972662746,-0.4913293255060813,-0.2016803795962057,-1.4693856227723558,0.2016803795962057
USA,United States,Primeiro corte de juros do Fed desde 2008,economy,monetary_policy,2019,gdp,gdp_growth_annual_pct,GDP growth (annual %),2.96650506901305,2.58382533412825,-2.16302914036166,-0.3826797348848001,-4.7468544744899095,0.2686380477850328,0.0753272953871736,-2.32254728833758,-0.1933107523978592,-2.3978745837247537,0.1933107523978592
USA,United States,Colapso do Silicon Valley Bank,economy,financial_stability,2023,gdp,gdp_growth_annual_pct,GDP growth (annual %),2.51237531986017,2.88755600749487,2.79300127716779,0.3751806876347001,-0.0945547303270801,0.0392343049361421,0.2287569119632508,0.1809925691040529,0.1895226070271086,-0.0477643428591978,0.1895226070271086
ARG,Argentina,Default da divida soberana,economy,debt,2020,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",53.5483043492339,42.0150947376509,48.4093786255199,-11.533209611583004,6.394283887869001,-0.5230041963310159,-0.7072125960040287,-0.6050831071879829,-0.1842083996730128,0.1021294888160458,0.1842083996730128
USA,United States,Primeiro corte de juros do Fed desde 2008,economy,monetary_policy,2019,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",3.896,3.669,8.055,-0.2269999999999998,4.385999999999999,-0.5278747489314702,-0.7056340843526892,2.7289581850634628,-0.1777593354212189,3.434592269416152,0.1777593354212189
BRA,Brazil,Eleicao Bolsonaro,politics,election,2018,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",12.792,12.329,11.936,-0.4629999999999992,-0.3930000000000007,0.8411082101935266,0.6678651382954874,0.520814323487864,-0.1732430718980391,-0.1470508148076234,0.1732430718980391
BRA,Brazil,Prisao de Lula,politics,election_justice,2018,gdp,gdp_growth_annual_pct,GDP growth (annual %),1.32286905390815,1.78366676137003,1.22077782271943,0.4607977074618801,-0.5628889386506002,-0.0127501999368951,0.1583265267513088,-0.0506528052938884,0.1710767266882039,-0.2089793320451972,0.1710767266882039
BRA,Brazil,Eleicoes municipais,politics,election,2024,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",83.0317498523499,81.8554431189056,,-1.1763067334443065,,-0.2675750302301996,-0.4373402590859762,,-0.1697652288557766,,0.1697652288557766
USA,United States,Primeiro corte de juros do Fed desde 2008,economy,monetary_policy,2019,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",99.2223695206525,100.979786328903,126.370405951231,1.7574168082504968,25.390619622328003,-1.0657655854239323,-0.8973629898779975,1.5356661167322725,0.1684025955459348,2.43302910661027,0.1684025955459348
