event_id,country_code,country_name,event_name,event_category,event_subcategory,event_start_date,event_end_date,event_year,event_date_precision,indicator_group,indicator_slug,indicator_name,indicator_unit,indicator_source,previous_year,event_year_value,next_year,previous_year_value,next_year_value,change_from_previous_year,change_to_next_year,previous_year_z_score,event_year_z_score,next_year_z_score,z_change_from_previous_year,z_change_to_next_year
ARG_2023_11_19,ARG,Argentina,Eleicao Milei,politics,election,2023-11-19,2023-11-19,2023,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2022,133.488935594175,2024,72.430757531824,219.883929014578,61.05817806235099,86.39499342040301,-0.2214136937902325,0.7538073978753127,2.133708051180835,0.9752210916655453,1.3799006533055223
ARG_2023_11_19,ARG,Argentina,Eleicao Milei,politics,election,2023-11-19,2023-11-19,2023,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2022,6.139,2024,6.805,7.15,-0.6659999999999995,1.0110000000000001,-0.9810497142840412,-1.4200305727314817,-0.7536497200432496,-0.4389808584474405,0.6663808526882321
ARG_2023_12,ARG,Argentina,Desvalorizacao inicial do peso,economy,exchange_rate_inflation,2023-12-01,2023-12-31,2023,month,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2022,-1.85578803046339,2024,6.02074537534855,-1.34293072157739,-7.876533405811941,0.512857308886,1.106351755090421,-0.3273415089034296,-0.2339907883190005,-1.4336932639938507,0.09335072058442911
ARG_2023_12,ARG,Argentina,Desvalorizacao inicial do peso,economy,exchange_rate_inflation,2023-12-01,2023-12-31,2023,month,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2022,14261.8465667948,2024,13962.1894087223,13969.7836603737,299.65715807249944,-292.0629064211007,0.8364424787669121,0.9843547057999564,0.8401910382261059,0.1479122270330443,-0.14416366757385057
ARG_2023_12,ARG,Argentina,Desvalorizacao inicial do peso,economy,exchange_rate_inflation,2023-12-01,2023-12-31,2023,month,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2022,133.488935594175,2024,72.430757531824,219.883929014578,61.05817806235099,86.39499342040301,-0.2214136937902325,0.7538073978753127,2.133708051180835,0.9752210916655453,1.3799006533055223
ARG_2023_12,ARG,Argentina,Desvalorizacao inicial do peso,economy,exchange_rate_inflation,2023-12-01,2023-12-31,2023,month,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2022,6.139,2024,6.805,7.15,-0.6659999999999995,1.0110000000000001,-0.9810497142840412,-1.4200305727314817,-0.7536497200432496,-0.4389808584474405,0.6663808526882321
ARG_2023_12_12,ARG,Argentina,Pacote Caputo e forte desvalorizacao,economy,exchange_rate_inflation,2023-12-12,2023-12-12,2023,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2022,-1.85578803046339,2024,6.02074537534855,-1.34293072157739,-7.876533405811941,0.512857308886,1.106351755090421,-0.3273415089034296,-0.2339907883190005,-1.4336932639938507,0.09335072058442911
ARG_2023_12_12,ARG,Argentina,Pacote Caputo e forte desvalorizacao,economy,exchange_rate_inflation,2023-12-12,2023-12-12,2023,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2022,14261.8465667948,2024,13962.1894087223,13969.7836603737,299.65715807249944,-292.0629064211007,0.8364424787669121,0.9843547057999564,0.8401910382261059,0.1479122270330443,-0.14416366757385057
ARG_2023_12_12,ARG,Argentina,Pacote Caputo e forte desvalorizacao,economy,exchange_rate_inflation,2023-12-12,2023-12-12,2023,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2022,133.488935594175,2024,72.430757531824,219.883929014578,61.05817806235099,86.39499342040301,-0.2214136937902325,0.7538073978753127,2.133708051180835,0.9752210916655453,1.3799006533055223
ARG_2023_12_12,ARG,Argentina,Pacote Caputo e forte desvalorizacao,economy,exchange_rate_inflation,2023-12-12,2023-12-12,2023,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2022,6.139,2024,6.805,7.15,-0.6659999999999995,1.0110000000000001,-0.9810497142840412,-1.4200305727314817,-0.7536497200432496,-0.4389808584474405,0.6663808526882321
ARG_2023_12_20,ARG,Argentina,DNU de desregulacao de Milei,economy,economic_policy,2023-12-20,2023-12-20,2023,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2022,-1.85578803046339,2024,6.02074537534855,-1.34293072157739,-7.876533405811941,0.512857308886,1.106351755090421,-0.3273415089034296,-0.2339907883190005,-1.4336932639938507,0.09335072058442911
ARG_2023_12_20,ARG,Argentina,DNU de desregulacao de Milei,economy,economic_policy,2023-12-20,2023-12-20,2023,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2022,14261.8465667948,2024,13962.1894087223,13969.7836603737,299.65715807249944,-292.0629064211007,0.8364424787669121,0.9843547057999564,0.8401910382261059,0.1479122270330443,-0.14416366757385057
ARG_2023_12_20,ARG,Argentina,DNU de desregulacao de Milei,economy,economic_policy,2023-12-20,2023-12-20,2023,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2022,133.488935594175,2024,72.430757531824,219.883929014578,61.05817806235099,86.39499342040301,-0.2214136937902325,0.7538073978753127,2.133708051180835,0.9752210916655453,1.3799006533055223
ARG_2023_12_20,ARG,Argentina,DNU de desregulacao de Milei,economy,economic_policy,2023-12-20,2023-12-20,2023,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2022,6.139,2024,6.805,7.15,-0.6659999999999995,1.0110000000000001,-0.9810497142840412,-1.4200305727314817,-0.7536497200432496,-0.4389808584474405,0.6663808526882321
ARG_2024_01_24,ARG,Argentina,Greve geral contra reformas,society,social_reaction,2024-01-24,2024-01-24,2024,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2023,-1.34293072157739,2025,-1.85578803046339,,0.512857308886,,-0.3273415089034296,-0.2339907883190005,,0.09335072058442911,
ARG_2024_01_24,ARG,Argentina,Greve geral contra reformas,society,social_reaction,2024-01-24,2024-01-24,2024,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2023,13969.7836603737,2025,14261.8465667948,,-292.0629064211007,,0.9843547057999564,0.8401910382261059,,-0.14416366757385057,
ARG_2024_01_24,ARG,Argentina,Greve geral contra reformas,society,social_reaction,2024-01-24,2024-01-24,2024,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2023,219.883929014578,2025,133.488935594175,,86.39499342040301,,0.7538073978753127,2.133708051180835,,1.3799006533055223,
ARG_2024_01_24,ARG,Argentina,Greve geral contra reformas,society,social_reaction,2024-01-24,2024-01-24,2024,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2023,7.15,2025,6.139,7.145,1.0110000000000001,-0.005000000000000782,-1.4200305727314817,-0.7536497200432496,-0.7569453721336964,0.6663808526882321,-0.003295652090446799
ARG_2024_04_30,ARG,Argentina,Aprovacao inicial da Lei Bases na Camara,economy,fiscal_social,2024-04-30,2024-04-30,2024,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2023,-1.34293072157739,2025,-1.85578803046339,,0.512857308886,,-0.3273415089034296,-0.2339907883190005,,0.09335072058442911,
ARG_2024_04_30,ARG,Argentina,Aprovacao inicial da Lei Bases na Camara,economy,fiscal_social,2024-04-30,2024-04-30,2024,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2023,13969.7836603737,2025,14261.8465667948,,-292.0629064211007,,0.9843547057999564,0.8401910382261059,,-0.14416366757385057,
ARG_2024_04_30,ARG,Argentina,Aprovacao inicial da Lei Bases na Camara,economy,fiscal_social,2024-04-30,2024-04-30,2024,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2023,219.883929014578,2025,133.488935594175,,86.39499342040301,,0.7538073978753127,2.133708051180835,,1.3799006533055223,
ARG_2024_04_30,ARG,Argentina,Aprovacao inicial da Lei Bases na Camara,economy,fiscal_social,2024-04-30,2024-04-30,2024,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2023,7.15,2025,6.139,7.145,1.0110000000000001,-0.005000000000000782,-1.4200305727314817,-0.7536497200432496,-0.7569453721336964,0.6663808526882321,-0.003295652090446799
ARG_2024_06_12,ARG,Argentina,Aprovacao da Lei Bases no Senado,economy,fiscal_social,2024-06-12,2024-06-12,2024,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2023,-1.34293072157739,2025,-1.85578803046339,,0.512857308886,,-0.3273415089034296,-0.2339907883190005,,0.09335072058442911,
ARG_2024_06_12,ARG,Argentina,Aprovacao da Lei Bases no Senado,economy,fiscal_social,2024-06-12,2024-06-12,2024,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2023,13969.7836603737,2025,14261.8465667948,,-292.0629064211007,,0.9843547057999564,0.8401910382261059,,-0.14416366757385057,
ARG_2024_06_12,ARG,Argentina,Aprovacao da Lei Bases no Senado,economy,fiscal_social,2024-06-12,2024-06-12,2024,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2023,219.883929014578,2025,133.488935594175,,86.39499342040301,,0.7538073978753127,2.133708051180835,,1.3799006533055223,
ARG_2024_06_12,ARG,Argentina,Aprovacao da Lei Bases no Senado,economy,fiscal_social,2024-06-12,2024-06-12,2024,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2023,7.15,2025,6.139,7.145,1.0110000000000001,-0.005000000000000782,-1.4200305727314817,-0.7536497200432496,-0.7569453721336964,0.6663808526882321,-0.003295652090446799
ARG_2024_FISCAL_REFORMS,ARG,Argentina,Ajuste fiscal e reformas,economy,fiscal_social,2024-01-01,2024-12-31,2024,year,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2023,-1.34293072157739,2025,-1.85578803046339,,0.512857308886,,-0.3273415089034296,-0.2339907883190005,,0.09335072058442911,
ARG_2024_FISCAL_REFORMS,ARG,Argentina,Ajuste fiscal e reformas,economy,fiscal_social,2024-01-01,2024-12-31,2024,year,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2023,13969.7836603737,2025,14261.8465667948,,-292.0629064211007,,0.9843547057999564,0.8401910382261059,,-0.14416366757385057,
ARG_2024_FISCAL_REFORMS,ARG,Argentina,Ajuste fiscal e reformas,economy,fiscal_social,2024-01-01,2024-12-31,2024,year,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2023,219.883929014578,2025,133.488935594175,,86.39499342040301,,0.7538073978753127,2.133708051180835,,1.3799006533055223,
ARG_2024_FISCAL_REFORMS,ARG,Argentina,Ajuste fiscal e reformas,economy,fiscal_social,2024-01-01,2024-12-31,2024,year,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2023,7.15,2025,6.139,7.145,1.0110000000000001,-0.005000000000000782,-1.4200305727314817,-0.7536497200432496,-0.7569453721336964,0.6663808526882321,-0.003295652090446799
ARG_2024_PROTESTS,ARG,Argentina,Protestos e greve geral,society,social_reaction,2024-01-01,2024-12-31,2024,year,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2023,-1.34293072157739,2025,-1.85578803046339,,0.512857308886,,-0.3273415089034296,-0.2339907883190005,,0.09335072058442911,
ARG_2024_PROTESTS,ARG,Argentina,Protestos e greve geral,society,social_reaction,2024-01-01,2024-12-31,2024,year,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2023,13969.7836603737,2025,14261.8465667948,,-292.0629064211007,,0.9843547057999564,0.8401910382261059,,-0.14416366757385057,
ARG_2024_PROTESTS,ARG,Argentina,Protestos e greve geral,society,social_reaction,2024-01-01,2024-12-31,2024,year,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2023,219.883929014578,2025,133.488935594175,,86.39499342040301,,0.7538073978753127,2.133708051180835,,1.3799006533055223,
ARG_2024_PROTESTS,ARG,Argentina,Protestos e greve geral,society,social_reaction,2024-01-01,2024-12-31,2024,year,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2023,7.15,2025,6.139,7.145,1.0110000000000001,-0.005000000000000782,-1.4200305727314817,-0.7536497200432496,-0.7569453721336964,0.6663808526882321,-0.003295652090446799
ARG_2025_2026,ARG,Argentina,Continuidade das reformas,economy,macroeconomy,2025-01-01,2026-12-31,2025,year_range,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2024,7.145,2026,7.15,,-0.005000000000000782,,-0.7536497200432496,-0.7569453721336964,,-0.003295652090446799,
BRA_2016_08_31,BRA,Brazil,Impeachment Dilma,politics,institutional,2016-08-31,2016-08-31,2016,day,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",pct_gdp,World Bank API,2015,73.4188038019563,2017,,83.6692026491606,,10.250398847204295,,-1.6549206432616417,-0.1755774951838309,,1.4793431480778108
BRA_2016_08_31,BRA,Brazil,Impeachment Dilma,politics,institutional,2016-08-31,2016-08-31,2016,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2015,-3.2759169063211,2017,,1.32286905390815,,4.59878596022925,,-1.720105154346631,-0.0127501999368951,,1.707354954409736
BRA_2016_08_31,BRA,Brazil,Impeachment Dilma,politics,institutional,2016-08-31,2016-08-31,2016,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2015,8836.28546025694,2017,,10080.5078722821,,1244.2224120251594,,-0.2949522694912163,0.9118332595861088,,1.206785529077325
BRA_2016_08_31,BRA,Brazil,Impeachment Dilma,politics,institutional,2016-08-31,2016-08-31,2016,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2015,8.73914352329393,2017,,3.44637335032669,,-5.29277017296724,,1.372653241003956,-0.857863874817157,,-2.230517115821113
BRA_2016_08_31,BRA,Brazil,Impeachment Dilma,politics,institutional,2016-08-31,2016-08-31,2016,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2015,11.58,2017,,12.792,,1.2119999999999997,,0.3876079874280325,0.8411082101935266,,0.45350022276549407
BRA_2016_10_19,BRA,Brazil,Inicio do ciclo de corte da Selic,economy,monetary_policy,2016-10-19,2016-10-19,2016,day,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",pct_gdp,World Bank API,2015,73.4188038019563,2017,,83.6692026491606,,10.250398847204295,,-1.6549206432616417,-0.1755774951838309,,1.4793431480778108
BRA_2016_10_19,BRA,Brazil,Inicio do ciclo de corte da Selic,economy,monetary_policy,2016-10-19,2016-10-19,2016,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2015,-3.2759169063211,2017,,1.32286905390815,,4.59878596022925,,-1.720105154346631,-0.0127501999368951,,1.707354954409736
BRA_2016_10_19,BRA,Brazil,Inicio do ciclo de corte da Selic,economy,monetary_policy,2016-10-19,2016-10-19,2016,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2015,8836.28546025694,2017,,10080.5078722821,,1244.2224120251594,,-0.2949522694912163,0.9118332595861088,,1.206785529077325
BRA_2016_10_19,BRA,Brazil,Inicio do ciclo de corte da Selic,economy,monetary_policy,2016-10-19,2016-10-19,2016,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2015,8.73914352329393,2017,,3.44637335032669,,-5.29277017296724,,1.372653241003956,-0.857863874817157,,-2.230517115821113
BRA_2016_10_19,BRA,Brazil,Inicio do ciclo de corte da Selic,economy,monetary_policy,2016-10-19,2016-10-19,2016,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2015,11.58,2017,,12.792,,1.2119999999999997,,0.3876079874280325,0.8411082101935266,,0.45350022276549407
BRA_2016_12_15,BRA,Brazil,Teto de gastos,economy,fiscal,2016-12-15,2016-12-15,2016,day,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",pct_gdp,World Bank API,2015,73.4188038019563,2017,,83.6692026491606,,10.250398847204295,,-1.6549206432616417,-0.1755774951838309,,1.4793431480778108
BRA_2016_12_15,BRA,Brazil,Teto de gastos,economy,fiscal,2016-12-15,2016-12-15,2016,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2015,-3.2759169063211,2017,,1.32286905390815,,4.59878596022925,,-1.720105154346631,-0.0127501999368951,,1.707354954409736
BRA_2016_12_15,BRA,Brazil,Teto de gastos,economy,fiscal,2016-12-15,2016-12-15,2016,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2015,8836.28546025694,2017,,10080.5078722821,,1244.2224120251594,,-0.2949522694912163,0.9118332595861088,,1.206785529077325
BRA_2016_12_15,BRA,Brazil,Teto de gastos,economy,fiscal,2016-12-15,2016-12-15,2016,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2015,8.73914352329393,2017,,3.44637335032669,,-5.29277017296724,,1.372653241003956,-0.857863874817157,,-2.230517115821113
BRA_2016_12_15,BRA,Brazil,Teto de gastos,economy,fiscal,2016-12-15,2016-12-15,2016,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2015,11.58,2017,,12.792,,1.2119999999999997,,0.3876079874280325,0.8411082101935266,,0.45350022276549407
BRA_2017_05_17,BRA,Brazil,Crise Joesley Day,politics,political_crisis,2017-05-17,2017-05-17,2017,day,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",pct_gdp,World Bank API,2016,83.6692026491606,2018,73.4188038019563,86.6078841212333,10.250398847204295,2.9386814720727017,-1.6549206432616417,-0.1755774951838309,0.2485346164419189,1.4793431480778108,0.4241121116257498
BRA_2017_05_17,BRA,Brazil,Crise Joesley Day,politics,political_crisis,2017-05-17,2017-05-17,2017,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2016,1.32286905390815,2018,-3.2759169063211,1.78366676137003,4.59878596022925,0.4607977074618801,-1.720105154346631,-0.0127501999368951,0.1583265267513088,1.707354954409736,0.1710767266882039
BRA_2017_05_17,BRA,Brazil,Crise Joesley Day,politics,political_crisis,2017-05-17,2017-05-17,2017,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2016,10080.5078722821,2018,8836.28546025694,9300.66072904004,1244.2224120251594,-779.8471432420592,-0.2949522694912163,0.9118332595861088,0.1554506078502237,1.206785529077325,-0.7563826517358851
BRA_2017_05_17,BRA,Brazil,Crise Joesley Day,politics,political_crisis,2017-05-17,2017-05-17,2017,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2016,3.44637335032669,2018,8.73914352329393,3.66485028376728,-5.29277017296724,0.21847693344059005,1.372653241003956,-0.857863874817157,-0.7657917606829915,-2.230517115821113,0.0920721141341655
BRA_2017_05_17,BRA,Brazil,Crise Joesley Day,politics,political_crisis,2017-05-17,2017-05-17,2017,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2016,12.792,2018,11.58,12.329,1.2119999999999997,-0.4629999999999992,0.3876079874280325,0.8411082101935266,0.6678651382954874,0.45350022276549407,-0.1732430718980391
BRA_2017_07_13,BRA,Brazil,Reforma trabalhista,economy,labor_market,2017-07-13,2017-07-13,2017,day,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",pct_gdp,World Bank API,2016,83.6692026491606,2018,73.4188038019563,86.6078841212333,10.250398847204295,2.9386814720727017,-1.6549206432616417,-0.1755774951838309,0.2485346164419189,1.4793431480778108,0.4241121116257498
BRA_2017_07_13,BRA,Brazil,Reforma trabalhista,economy,labor_market,2017-07-13,2017-07-13,2017,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2016,1.32286905390815,2018,-3.2759169063211,1.78366676137003,4.59878596022925,0.4607977074618801,-1.720105154346631,-0.0127501999368951,0.1583265267513088,1.707354954409736,0.1710767266882039
BRA_2017_07_13,BRA,Brazil,Reforma trabalhista,economy,labor_market,2017-07-13,2017-07-13,2017,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2016,10080.5078722821,2018,8836.28546025694,9300.66072904004,1244.2224120251594,-779.8471432420592,-0.2949522694912163,0.9118332595861088,0.1554506078502237,1.206785529077325,-0.7563826517358851
BRA_2017_07_13,BRA,Brazil,Reforma trabalhista,economy,labor_market,2017-07-13,2017-07-13,2017,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2016,3.44637335032669,2018,8.73914352329393,3.66485028376728,-5.29277017296724,0.21847693344059005,1.372653241003956,-0.857863874817157,-0.7657917606829915,-2.230517115821113,0.0920721141341655
BRA_2017_07_13,BRA,Brazil,Reforma trabalhista,economy,labor_market,2017-07-13,2017-07-13,2017,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2016,12.792,2018,11.58,12.329,1.2119999999999997,-0.4629999999999992,0.3876079874280325,0.8411082101935266,0.6678651382954874,0.45350022276549407,-0.1732430718980391
BRA_2018_04_07,BRA,Brazil,Prisao de Lula,politics,election_justice,2018-04-07,2018-04-07,2018,day,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",pct_gdp,World Bank API,2017,86.6078841212333,2019,83.6692026491606,92.5652531951269,2.9386814720727017,5.957369073893602,-0.1755774951838309,0.2485346164419189,1.1083053679418782,0.4241121116257498,0.8597707514999593
BRA_2018_04_07,BRA,Brazil,Prisao de Lula,politics,election_justice,2018-04-07,2018-04-07,2018,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2017,1.78366676137003,2019,1.32286905390815,1.22077782271943,0.4607977074618801,-0.5628889386506002,-0.0127501999368951,0.1583265267513088,-0.0506528052938884,0.1710767266882039,-0.2089793320451972
BRA_2018_04_07,BRA,Brazil,Prisao de Lula,politics,election_justice,2018-04-07,2018-04-07,2018,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2017,9300.66072904004,2019,10080.5078722821,9029.83304401079,-779.8471432420592,-270.82768502925137,0.9118332595861088,0.1554506078502237,-0.1072282572851869,-0.7563826517358851,-0.2626788651354106
BRA_2018_04_07,BRA,Brazil,Prisao de Lula,politics,election_justice,2018-04-07,2018-04-07,2018,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2017,3.66485028376728,2019,3.44637335032669,3.73297621216893,0.21847693344059005,0.06812592840165,-0.857863874817157,-0.7657917606829915,-0.7370816439831964,0.0920721141341655,0.028710116699795063
BRA_2018_04_07,BRA,Brazil,Prisao de Lula,politics,election_justice,2018-04-07,2018-04-07,2018,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2017,12.329,2019,12.792,11.936,-0.4629999999999992,-0.3930000000000007,0.8411082101935266,0.6678651382954874,0.520814323487864,-0.1732430718980391,-0.1470508148076234
BRA_2018_05_21,BRA,Brazil,Inicio da greve dos caminhoneiros,economy,energy_inflation,2018-05-21,2018-05-21,2018,day,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",pct_gdp,World Bank API,2017,86.6078841212333,2019,83.6692026491606,92.5652531951269,2.9386814720727017,5.957369073893602,-0.1755774951838309,0.2485346164419189,1.1083053679418782,0.4241121116257498,0.8597707514999593
BRA_2018_05_21,BRA,Brazil,Inicio da greve dos caminhoneiros,economy,energy_inflation,2018-05-21,2018-05-21,2018,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2017,1.78366676137003,2019,1.32286905390815,1.22077782271943,0.4607977074618801,-0.5628889386506002,-0.0127501999368951,0.1583265267513088,-0.0506528052938884,0.1710767266882039,-0.2089793320451972
BRA_2018_05_21,BRA,Brazil,Inicio da greve dos caminhoneiros,economy,energy_inflation,2018-05-21,2018-05-21,2018,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2017,9300.66072904004,2019,10080.5078722821,9029.83304401079,-779.8471432420592,-270.82768502925137,0.9118332595861088,0.1554506078502237,-0.1072282572851869,-0.7563826517358851,-0.2626788651354106
BRA_2018_05_21,BRA,Brazil,Inicio da greve dos caminhoneiros,economy,energy_inflation,2018-05-21,2018-05-21,2018,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2017,3.66485028376728,2019,3.44637335032669,3.73297621216893,0.21847693344059005,0.06812592840165,-0.857863874817157,-0.7657917606829915,-0.7370816439831964,0.0920721141341655,0.028710116699795063
BRA_2018_05_21,BRA,Brazil,Inicio da greve dos caminhoneiros,economy,energy_inflation,2018-05-21,2018-05-21,2018,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2017,12.329,2019,12.792,11.936,-0.4629999999999992,-0.3930000000000007,0.8411082101935266,0.6678651382954874,0.520814323487864,-0.1732430718980391,-0.1470508148076234
BRA_2018_05_27,BRA,Brazil,Subvencao ao diesel apos greve,economy,energy_fiscal,2018-05-27,2018-05-27,2018,day,debt,central_government_debt_pct_gdp,"Central government debt, total (% of GDP)",pct_gdp,World Bank API,2017,86.6078841212333,2019,83.6692026491606,92.5652531951269,2.9386814720727017,5.957369073893602,-0.1755774951838309,0.2485346164419189,1.1083053679418782,0.4241121116257498,0.8597707514999593
BRA_2018_05_27,BRA,Brazil,Subvencao ao diesel apos greve,economy,energy_fiscal,2018-05-27,2018-05-27,2018,day,gdp,gdp_growth_annual_pct,GDP growth (annual %),annual_pct,World Bank API,2017,1.78366676137003,2019,1.32286905390815,1.22077782271943,0.4607977074618801,-0.5628889386506002,-0.0127501999368951,0.1583265267513088,-0.0506528052938884,0.1710767266882039,-0.2089793320451972
BRA_2018_05_27,BRA,Brazil,Subvencao ao diesel apos greve,economy,energy_fiscal,2018-05-27,2018-05-27,2018,day,gdp,gdp_per_capita_current_usd,GDP per capita (current US$),current_usd,World Bank API,2017,9300.66072904004,2019,10080.5078722821,9029.83304401079,-779.8471432420592,-270.82768502925137,0.9118332595861088,0.1554506078502237,-0.1072282572851869,-0.7563826517358851,-0.2626788651354106
BRA_2018_05_27,BRA,Brazil,Subvencao ao diesel apos greve,economy,energy_fiscal,2018-05-27,2018-05-27,2018,day,inflation,inflation_annual_pct,"Inflation, consumer prices (annual %)",annual_pct,World Bank API,2017,3.66485028376728,2019,3.44637335032669,3.73297621216893,0.21847693344059005,0.06812592840165,-0.857863874817157,-0.7657917606829915,-0.7370816439831964,0.0920721141341655,0.028710116699795063
BRA_2018_05_27,BRA,Brazil,Subvencao ao diesel apos greve,economy,energy_fiscal,2018-05-27,2018-05-27,2018,day,unemployment,unemployment_pct,"Unemployment, total (% of total labor force)",annual_pct,World Bank API,2017,12.329,2019,12.792,11.936,-0.4629999999999992,-0.3930000000000007,0.8411082101935266,0.6678651382954874,0.520814323487864,-0.1732430718980391,-0.1470508148076234
