country_code,country_name,event_name,event_category,event_subcategory,event_anchor_date,window_days,indicator_group,indicator_slug,indicator_name,indicator_frequency,before_mean,after_mean,absolute_change,percentage_change,historical_std,standardized_change,abs_standardized_change,nearby_event_count,contamination_level,nearby_event_names,is_contaminated_window
BRA,Brazil,Anuncio de Fernando Haddad na Fazenda,economy,economic_policy,2022-12-09,30,gasoline,gasolina,Gasolina,monthly,7.9,8.4,0.5,6.329113924050632,2.8754210401054223,0.1738875778629165,0.1738875778629165,2.0,moderada,Aprovacao da PEC da Transicao; Atos de 8 de janeiro,True
BRA,Brazil,Atos de 8 de janeiro,politics,institutional_crisis,2023-01-08,90,gasoline,gasolina,Gasolina,monthly,8.133333333333333,8.633333333333333,0.5,6.147540983606558,2.8754210401054223,0.1738875778629165,0.1738875778629165,4.0,alta,Aprovacao da PEC da Transicao; Anuncio de Fernando Haddad na Fazenda; Eleicao Lula; Apresentacao do novo arcabouco fiscal,True
BRA,Brazil,Novo arcabouco fiscal,economy,fiscal,2023-08-31,180,gasoline,gasolina,Gasolina,monthly,8.1,7.6,-0.4999999999999991,-6.172839506172829,2.8754210401054223,-0.1738875778629162,0.1738875778629162,4.0,alta,Inicio do ciclo de corte da Selic de 2023; Mudanca na politica de precos da Petrobras; Promulgacao da reforma tributaria; Apresentacao do novo arcabouco fiscal,True
USA,United States,Fed eleva juros em meio a turbulencia de mercado,economy,monetary_policy,2018-12-19,180,interest_rate,fed_funds,Effective Federal Funds Rate,monthly,2.0716666666666668,2.4,0.3283333333333331,15.848753016894602,1.8972246521287768,0.173059807632653,0.173059807632653,1.0,moderada,Inicio das tarifas EUA-China,True
ARG,Argentina,Desvalorizacao pos-PASO,economy,exchange_rate_inflation,2023-08-14,30,exchange_rate,dolar_oficial,Dolar oficial Argentina,daily,288.65,367.0,78.35000000000002,27.14359951498356,454.1485414111028,0.1725206465632492,0.1725206465632492,1.0,moderada,Primarias com Milei forte,True
USA,United States,Fed eleva juros em meio a turbulencia de mercado,economy,monetary_policy,2018-12-19,365,interest_rate,fed_funds,Effective Federal Funds Rate,monthly,1.8316666666666668,2.158333333333333,0.3266666666666664,17.834394904458588,1.8972246521287768,0.1721813314517765,0.1721813314517765,,,,
BRA,Brazil,Reforma trabalhista,economy,labor_market,2017-07-13,30,exchange_rate,cambio,Taxa de cambio,daily,3.3001142857142853,3.146019047619048,-0.1540952380952376,-4.669390959043252,0.8979388807808837,-0.1716099407135931,0.1716099407135931,0.0,baixa,,False
BRA,Brazil,CPI da Covid,politics,political_crisis,2021-04-27,365,exchange_rate,cambio,Taxa de cambio,daily,5.4295664,5.275626587301587,-0.1539398126984128,-2.835213741900511,0.8979388807808837,-0.1714368494262555,0.1714368494262555,,,,
USA,United States,Alta de juros do Fed apos eleicao Trump,economy,monetary_policy,2016-12-14,365,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,240.00541666666663,245.121,5.115583333333348,2.131444950027176,29.89898246617429,0.1710955661825875,0.1710955661825875,,,,
BRA,Brazil,Prisao de Lula,politics,election_justice,2018-04-07,30,exchange_rate,cambio,Taxa de cambio,daily,3.299514285714286,3.453025,0.1535107142857144,4.652524614012455,0.8979388807808837,0.1709589790256273,0.1709589790256273,0.0,baixa,,False
ARG,Argentina,Renuncia de Martin Guzman,economy,economic_policy,2022-07-02,365,exchange_rate,dolar_oficial,Dolar oficial Argentina,daily,111.13793103448276,188.7192307692308,77.581299734748,69.80631995990356,454.1485414111028,0.1708280279700824,0.1708280279700824,,,,
BRA,Brazil,Aprovacao da PEC dos Precatorios,economy,fiscal_social,2021-12-02,365,exchange_rate,cambio,Taxa de cambio,daily,5.351378,5.1997043650793655,-0.1516736349206349,-2.8342911848244485,0.8979388807808837,-0.1689130943842563,0.1689130943842563,,,,
USA,United States,Fed atinge pico do ciclo de juros,economy,monetary_policy,2023-07-26,365,gasoline,gasoline,US Regular All Formulations Gas Price,weekly,3.5763269230769223,3.47075,-0.1055769230769221,-2.9521049207125656,0.6304938714077917,-0.1674511487973479,0.1674511487973479,,,,
BRA,Brazil,Troca no comando da Petrobras,economy,energy,2021-02-19,90,interest_rate,selic,Selic,daily,0.007469,0.0100469032258064,0.0025779032258064,34.514703786403075,0.0154361689726012,0.1670040818017807,0.1670040818017807,2.0,moderada,Inicio do ciclo de alta da Selic; CPI da Covid,True
BRA,Brazil,Aprovacao da PEC da Transicao,economy,fiscal,2022-12-21,180,exchange_rate,cambio,Taxa de cambio,daily,5.252073387096775,5.102615573770493,-0.1494578133262827,-2.8456916404380164,0.8979388807808837,-0.1664454190872191,0.1664454190872191,6.0,alta,Anuncio de Fernando Haddad na Fazenda; Atos de 8 de janeiro; Eleicao Lula; Apresentacao do novo arcabouco fiscal; Mudanca na politica de precos da Petrobras; PEC dos beneficios eleitorais,True
BRA,Brazil,Subvencao ao diesel apos greve,economy,energy_fiscal,2018-05-27,30,exchange_rate,cambio,Taxa de cambio,daily,3.60654,3.755619047619047,0.1490790476190469,4.133575327572879,0.8979388807808837,0.1660236022850483,0.1660236022850483,1.0,moderada,Inicio da greve dos caminhoneiros,True
BRA,Brazil,Eleicao Lula,politics,election,2022-10-30,180,gasoline,gasolina,Gasolina,monthly,8.86,8.383333333333333,-0.4766666666666665,-5.379984951091045,2.8754210401054223,-0.1657728242293137,0.1657728242293137,6.0,alta,Anuncio de Fernando Haddad na Fazenda; Aprovacao da PEC da Transicao; Atos de 8 de janeiro; PEC dos beneficios eleitorais; Teto do ICMS dos combustiveis; Apresentacao do novo arcabouco fiscal,True
USA,United States,Fed acelera ciclo de alta de juros,economy,monetary_policy,2017-03-15,365,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,241.54275,246.49175,4.949000000000012,2.048912666598361,29.89898246617429,0.1655240276353544,0.1655240276353544,,,,
USA,United States,Tarifas comerciais contra China,economy,trade,2018-03-16,30,gasoline,gasoline,US Regular All Formulations Gas Price,weekly,2.556,2.66,0.104,4.068857589984354,0.6304938714077917,0.1649500569573891,0.1649500569573891,0.0,baixa,,False
BRA,Brazil,Inicio do ciclo de corte da Selic de 2023,economy,monetary_policy,2023-08-02,90,interest_rate,selic,Selic,daily,0.0507879999999999,0.048243064516129,-0.0025449354838709,-5.010899196406505,0.0154361689726012,-0.1648683354262378,0.1648683354262378,2.0,moderada,Novo arcabouco fiscal; Mudanca na politica de precos da Petrobras,True
USA,United States,Fed atinge pico do ciclo de juros,economy,monetary_policy,2023-07-26,180,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,303.01216666666664,307.9401666666667,4.928000000000054,1.626337336289595,29.89898246617429,0.1648216625958848,0.1648216625958848,3.0,alta,Debt ceiling deal 2023; First Republic Bank assumido pelo JPMorgan; Colapso do Silicon Valley Bank,True
USA,United States,Inicio das tarifas EUA-China,economy,trade,2018-07-06,365,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,248.71241666666663,253.63991666666664,4.927500000000009,1.9812038602817408,29.89898246617429,0.164804939618753,0.164804939618753,,,,
